date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,91342,,,Referral,09/25/2013,Closed with explanation,Yes,No,541520
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33472,,,Referral,09/25/2013,Closed with explanation,Yes,No,541594
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,Bonded Adjustment Company,WA,99208,,,Phone,10/17/2013,Closed with explanation,No,No,521945
09/10/2013,Credit card,,Credit card protection / Debt protection,,,,Capital One,TX,75104,,,Web,09/20/2013,Closed with monetary relief,Yes,No,520943
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"Virtuoso Sourcing Group, LLC.",CA,91786,,,Phone,09/11/2013,Closed with explanation,Yes,No,521947
09/01/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,OH,44706,,,Web,10/21/2013,Closed with explanation,Yes,No,511564
09/01/2013,Credit card,,Other,,,,Capital One,PA,16066,,,Web,09/18/2013,Closed with non-monetary relief,Yes,No,511565
09/24/2013,Credit card,,Rewards,,,,Amex,GA,30097,,,Referral,09/25/2013,Closed with explanation,Yes,No,539819
09/01/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Cavalry Investments, LLC",FL,35055,,,Web,09/01/2013,Closed with explanation,Yes,No,510090
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,27332,,,Referral,09/25/2013,Closed with explanation,Yes,No,541689
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95821,Older American,,Referral,09/25/2013,Closed with explanation,Yes,No,542777
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,PA,17402,,,Web,10/16/2013,Closed,Yes,No,541464
09/17/2013,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,CA,92553,,,Phone,09/18/2013,Closed with non-monetary relief,Yes,No,531049
09/17/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,90212,,,Web,09/18/2013,Closed with explanation,Yes,No,531051
09/01/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"Cornerstone Mortgage, Inc.",MO,63105,,,Web,09/03/2013,Closed with explanation,Yes,Yes,511568
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,07838,,,Web,09/03/2013,Closed with explanation,Yes,No,511569
09/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,TX,75026,,,Web,09/03/2013,Closed with explanation,Yes,No,511570
09/25/2013,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92262,,,Referral,09/25/2013,Closed with explanation,Yes,No,541567
09/25/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NY,12477,,,Referral,09/25/2013,Closed with explanation,Yes,No,541635
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,93311,Older American,,Referral,09/25/2013,Closed with explanation,Yes,No,541539
09/01/2013,Credit card,,Credit line increase/decrease,,,,Capital One,VA,22066,,,Web,09/01/2013,Closed with explanation,Yes,No,510050
09/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,VA,23836,Older American,,Web,09/14/2013,Closed with explanation,Yes,No,522655
09/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,34233,,,Web,09/11/2013,Closed with explanation,Yes,No,521964
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,90043,Servicemember,,Referral,09/25/2013,Closed with non-monetary relief,Yes,No,541676
09/01/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,33712,Older American,,Web,09/01/2013,Closed with non-monetary relief,Yes,Yes,511572
09/01/2013,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,Ditech Financial LLC,FL,33626,,,Web,09/01/2013,Closed with explanation,Yes,No,511573
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Fifth Third Financial Corporation,OH,43224,,,Web,09/03/2013,Closed with explanation,Yes,No,511574
09/17/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Citibank,FL,33131,,,Web,09/19/2013,Closed with monetary relief,Yes,Yes,530974
09/17/2013,Consumer Loan,Installment loan,Taking out the loan or lease,,,,"CashCall, Inc.",OR,97322,,,Web,09/18/2013,Closed with explanation,Yes,Yes,531057
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"LTD Financial Services, L.P.",MO,65802,Older American,,Web,09/14/2013,Closed with explanation,Yes,No,521967
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Citibank,MO,65802,Older American,,Web,09/11/2013,Closed with explanation,Yes,No,521968
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,91730,,,Referral,09/25/2013,Closed with explanation,Yes,Yes,541651
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MO,65110,,,Referral,09/25/2013,Closed with explanation,Yes,No,541920
09/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Harris & Harris, Ltd.",CA,92648,,,Web,09/01/2013,Closed with explanation,Yes,No,511575
09/01/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,NY,11354,,,Web,09/01/2013,Closed with non-monetary relief,Yes,No,510075
09/01/2013,Credit card,,Other,,,,Discover,SC,29115,,,Web,09/05/2013,Closed with non-monetary relief,Yes,No,509957
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Arvest Bank,CA,92503,,,Web,09/03/2013,Closed with explanation,Yes,No,511577
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,95949,Older American,,Referral,09/25/2013,Closed with explanation,Yes,Yes,541290
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CT,06042,,,Web,09/25/2013,Closed with explanation,Yes,No,541466
09/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,First Tennessee Bank,TN,38116,,,Referral,09/25/2013,Closed with explanation,Yes,No,541467
09/10/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Arvest Bank,CA,94517,,,Web,09/11/2013,Closed with explanation,Yes,No,521977
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90401,Older American,,Referral,09/25/2013,Closed with explanation,Yes,No,541843
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,CA,95757,,,Referral,09/03/2013,Closed with explanation,Yes,Yes,511578
09/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TX,78745,Servicemember,,Web,09/03/2013,Closed with explanation,Yes,Yes,511580
09/01/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,KeyBank NA,NC,27604,,,Web,09/03/2013,Closed with explanation,Yes,No,511581
09/01/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,CA,92071,,,Web,09/01/2013,Closed with non-monetary relief,Yes,No,511582
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,VA,20152,,,Referral,09/25/2013,Closed with explanation,Yes,No,541882
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,34430,,,Referral,09/25/2013,Closed with explanation,Yes,No,542001
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,SC,29803,Servicemember,,Referral,09/25/2013,Closed with explanation,Yes,No,541967
09/17/2013,Mortgage,VA mortgage,Settlement process and costs,,,,NVR Inc,FL,32825,,,Postal mail,09/18/2013,Closed with explanation,Yes,Yes,531063
09/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Expert Global Solutions, Inc.",MH,01585,,,Phone,09/18/2013,Closed with explanation,Yes,No,531068
09/01/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Universal Fidelity LP,OR,97306,Servicemember,,Web,09/01/2013,Closed,Yes,No,511583
09/01/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,91765,,,Web,09/03/2013,Closed with explanation,Yes,Yes,511585
09/01/2013,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,"First Continental Mortgage, Ltd",NM,88311,Older American,,Web,09/03/2013,Closed with explanation,Yes,No,511586
09/10/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,TX,76028,,,Web,09/11/2013,Closed with explanation,Yes,No,521980
09/10/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Alorica Inc.,GA,30035,,,Web,09/14/2013,Closed with explanation,Yes,No,521981
09/10/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,91767,Older American,,Phone,09/11/2013,Closed with explanation,Yes,No,521983
09/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,The Receivable Management Services Corporation,NY,11709,,,Postal mail,09/25/2013,Closed with non-monetary relief,Yes,No,541275
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33626,,,Referral,09/25/2013,Closed with explanation,Yes,No,541959
09/10/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Academy Mortgage,TX,76049,,,Referral,09/11/2013,Closed with monetary relief,Yes,No,521973
09/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NY,11746,,,Web,09/11/2013,Closed with explanation,Yes,Yes,521988
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,LA,70815,,,Referral,09/25/2013,Closed with explanation,Yes,No,542012
09/25/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Discover,CA,91343,,,Postal mail,09/25/2013,Closed with explanation,Yes,No,541472
09/02/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Pentagon FCU,AZ,85215,,,Web,09/03/2013,Closed with monetary relief,Yes,No,512549
09/02/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,TX,78258,,,Web,09/03/2013,Closed with monetary relief,Yes,No,512550
09/10/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",WI,53528,,,Web,09/14/2013,Closed with explanation,Yes,No,521991
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,75709,Servicemember,,Web,09/25/2013,Closed with explanation,Yes,No,541476
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",VA,22192,,,Referral,09/26/2013,Closed with explanation,Yes,No,542138
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NJ,07111,,,Referral,09/26/2013,Closed with explanation,Yes,Yes,542498
09/10/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,UT,84104,,,Web,09/11/2013,Closed with explanation,Yes,No,521996
09/25/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,"TransUnion Intermediate Holdings, Inc.",CO,80020,"Older American, Servicemember",,Postal mail,09/26/2013,Closed with non-monetary relief,Yes,No,542298
09/25/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,PR,00777,,,Postal mail,10/04/2013,Closed with explanation,Yes,No,543042
09/25/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Citibank,PR,00777,,,Postal mail,10/04/2013,Closed with explanation,Yes,No,543043
09/02/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,KelKris Associates Inc,CA,95630,,,Web,09/04/2013,Closed with non-monetary relief,Yes,No,512553
09/17/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Citibank,TX,75068,,,Web,09/18/2013,Closed with explanation,Yes,No,531084
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Diversified Consultants, Inc.",CA,92504,,,Phone,09/11/2013,Closed with explanation,Yes,No,522000
09/10/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,PA,15206,,,Web,09/14/2013,Closed with non-monetary relief,Yes,Yes,522002
09/10/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,HSBC North America Holdings Inc.,,,,,Web,09/11/2013,Closed with explanation,Yes,No,522003
09/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",NY,03743,,,Web,09/11/2013,Closed with monetary relief,Yes,No,522004
09/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,IL,60502,,,Referral,09/25/2013,Closed with explanation,Yes,No,542025
09/25/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,MI,48127,,,Web,09/25/2013,Closed with explanation,Yes,No,541478
09/02/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,32811,,,Web,09/01/2013,Closed with non-monetary relief,Yes,No,512558
09/02/2013,Credit card,,Late fee,,,,Synchrony Financial,NE,68504,,,Web,09/01/2013,Closed with monetary relief,Yes,No,512559
09/02/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MD,21140,,,Web,09/03/2013,Closed with explanation,Yes,Yes,512560
09/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,11374,,,Postal mail,09/25/2013,Closed with explanation,Yes,No,541480
09/10/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase & Co.,FL,33406,,,Web,09/11/2013,Closed with explanation,Yes,No,522007
09/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Convergent Resources, Inc.",TN,37862,Older American,,Web,09/11/2013,Closed with explanation,Yes,No,522008
09/25/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,GA,30214,,,Postal mail,09/25/2013,Closed,Yes,No,541483
09/25/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Equifax,CO,80020,"Older American, Servicemember",,Postal mail,09/25/2013,Closed with explanation,Yes,No,542299
09/02/2013,Credit card,,Late fee,,,,Barclays PLC,DC,20011,,,Web,09/03/2013,Closed with monetary relief,Yes,No,512561
09/02/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,18071,,,Web,09/03/2013,Closed with non-monetary relief,Yes,No,511937
09/02/2013,Consumer Loan,Installment loan,Managing the loan or lease,,,,U.S. Bancorp,MO,65791,,,Web,09/03/2013,Closed with explanation,Yes,No,512562
09/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CA,92029,Older American,,Web,09/25/2013,Closed with explanation,Yes,No,531091
09/17/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",VA,23226,,,Web,09/18/2013,Closed with explanation,Yes,No,531095
